id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
94800124-7ec8-40c1-b435-d0e8c45265af,Júlia Almeida,1963-08-10,609.092.609-97,53918-289,Pereira de Minas,CE,Brasil,M,(061) 1522-3858,60909260997@exemplo.com.br,2024-10-02
2badb3b9-a8bb-44e0-a8d6-4fa6d78a0a79,Murilo da Conceição,1977-04-21,373.073.611-71,28975-950,Montenegro,SE,Brasil,F,41 4707 6231,37307361171@exemplo.com.br,2024-07-12
beccce68-4f36-4c5f-af7e-42688bf2b159,Dom Almeida,1970-09-07,525.504.450-92,39600-514,Barros,CE,Brasil,M,+55 71 1588 6479,52550445092@exemplo.com.br,2025-03-05
2e843794-6e77-4d3b-aaa2-7dd85c3cd2d3,Arthur Miguel Pimenta,1943-04-09,342.229.389-46,22553-399,Santos do Campo,PI,Brasil,M,+55 (051) 0579 6427,34222938946@exemplo.com.br,2023-12-22
14a15636-3087-4b01-8f17-75c515bc069c,Aurora Freitas,1995-01-31,305.456.424-59,26831-013,Andrade,SC,Brasil,F,(071) 9632-6330,30545642459@exemplo.com.br,2024-05-08
5c19d685-5289-489b-9908-7cc836389c1a,João Lucas Rodrigues,1967-12-12,751.057.447-76,15268755,Câmara,MA,Brasil,M,+55 (061) 4318-1098,75105744776@exemplo.com.br,2023-09-18
708666fc-3191-41a5-8374-789843b4e334,Davi Miguel Sá,1995-02-06,500.083.830-40,64054672,Nascimento de Martins,TO,Brasil,F,0300 328 6155,50008383040@exemplo.com.br,2024-08-23
5eed11fa-1992-4df4-a25d-a72f2ca5f945,Zoe Correia,1934-06-05,159.603.016-76,00957-652,Nogueira da Serra,MT,Brasil,F,11 6313 1230,15960301676@exemplo.com.br,2024-02-10
9a2bbc7b-bfdc-4dfb-bb5c-4b86f4abbffc,Pedro Henrique Oliveira,1956-01-11,639.492.731-13,57510-759,Marques Grande,AM,Brasil,F,+55 51 3817 5637,63949273113@exemplo.com.br,2023-06-01
66f21854-c422-4531-993c-3acea03904fa,Diogo Campos,1957-01-29,280.376.448-41,17917-088,Vasconcelos,SC,Brasil,M,(041) 1369-1022,28037644841@exemplo.com.br,2024-07-15
6896aa99-e15f-4290-b7d3-b4a194964e9a,Asafe Garcia,1968-04-28,249.145.995-23,32840446,da Rosa da Serra,PA,Brasil,F,11 7862 3454,24914599523@exemplo.com.br,2023-09-29
e9ac6449-7c10-4d0e-8963-eda9e8d691b6,Lucas Gabriel Costela,1981-02-27,267.417.122-32,76915836,Lima Verde,MS,Brasil,M,(081) 5544-6258,26741712232@exemplo.com.br,2024-12-22
dcbb6b83-549a-42fd-aa6d-202034ff0199,Luiz Henrique Vargas,1952-10-14,446.610.036-05,12581251,Melo de Andrade,MA,Brasil,F,61 0634 0147,44661003605@exemplo.com.br,2024-12-17
7e6b1539-66bd-4a4c-8107-486101f1bd83,Bruna Santos,1990-12-23,869.558.735-93,36597-709,Silva de Cardoso,PI,Brasil,M,(011) 9334 7613,86955873593@exemplo.com.br,2023-10-17
a3d430de-bc62-44c8-a9c8-830b695dacac,Arthur Gabriel Rios,2005-11-20,485.296.563-30,40268-092,Casa Grande da Mata,PI,Brasil,F,+55 (071) 0686 1979,48529656330@exemplo.com.br,2023-07-14
2fd88184-f40a-4ebd-aeaa-e777c97b50e6,Bento da Cunha,1935-06-14,828.981.865-73,08954-923,Leão Verde,GO,Brasil,F,0500 433 9034,82898186573@exemplo.com.br,2023-08-19
5f46805d-c4fc-4a12-8c02-75979f142124,Ana Júlia Brito,1965-11-29,359.035.110-02,27876420,da Paz,RR,Brasil,M,(031) 0890 0925,35903511002@exemplo.com.br,2024-01-15
5d9a8371-0294-44d8-a037-5ca4e3168f33,Júlia Dias,1958-06-26,876.461.463-78,23709-078,Mendes da Praia,SC,Brasil,M,+55 61 3972-6627,87646146378@exemplo.com.br,2025-01-07
1a7f4b93-4216-4398-9797-c67ec54bccc2,Maria Júlia Camargo,1954-12-22,055.520.716-64,70242-923,Costela,PA,Brasil,M,+55 (081) 2019-8293,05552071664@exemplo.com.br,2023-11-04
3138f669-5eb0-4d69-bfb9-f024c92f8519,Stephany da Rosa,1960-08-28,259.778.110-75,08098-886,Silveira de Nascimento,TO,Brasil,M,+55 81 5755 6547,25977811075@exemplo.com.br,2024-07-13
6dd9e7a2-b0e7-4b11-8067-b251c793eae6,Yan Silveira,1984-11-11,757.819.536-05,92086602,Peixoto de Novais,CE,Brasil,F,+55 71 0940-1543,75781953605@exemplo.com.br,2024-04-10
a601879a-c88e-4ff0-89ec-a5c0c6112d08,Isabela Camargo,1946-12-06,062.948.141-44,00787-518,Rios do Sul,CE,Brasil,M,(071) 0695-2063,06294814144@exemplo.com.br,2024-11-26
213c086f-391a-42a1-bb1d-cdd16a255dd8,Ian Marques,1973-01-25,256.212.943-03,64179275,Novaes de Goiás,MA,Brasil,M,(084) 1101-6080,25621294303@exemplo.com.br,2024-03-07
124e5f1b-1fd0-48df-859b-ac44037e190c,Igor Porto,1971-05-30,189.059.029-39,59558-819,Porto,CE,Brasil,M,(061) 2024 1070,18905902939@exemplo.com.br,2024-02-18
a3d547da-fe93-4fab-9da2-a9192a610bd3,Laís Rodrigues,1993-10-23,495.628.597-64,55977398,Andrade,MS,Brasil,F,+55 21 9187 3824,49562859764@exemplo.com.br,2024-03-18
067b7526-a083-40e4-ada0-7aeb0975079d,Davi Farias,1941-10-20,752.962.297-66,19916-824,Abreu,SC,Brasil,F,+55 (011) 4212-9613,75296229766@exemplo.com.br,2024-11-29
dffed0af-87f8-4971-9f5e-27c6eb100f77,Sr. Henrique Moreira,2003-06-21,765.112.383-13,43476-164,Casa Grande da Mata,ES,Brasil,F,(031) 3708 8373,76511238313@exemplo.com.br,2023-08-30
0d0dac22-26ac-428b-88bb-f996de2bf7d9,Carlos Eduardo Pastor,1958-05-12,563.250.894-09,10953450,Rezende de Vieira,GO,Brasil,F,41 7442-1556,56325089409@exemplo.com.br,2023-10-09
a00ee439-b9ab-4af9-ac88-f521fc33b19b,Lara Rocha,1967-11-18,796.747.187-63,08663-053,da Rosa Verde,AC,Brasil,M,+55 11 3017-1032,79674718763@exemplo.com.br,2024-11-13
e2a4a5f7-99d5-405c-8bd3-3c1155e95333,Emanuella Cunha,1972-09-10,156.822.946-20,72517060,Fogaça,RJ,Brasil,F,(041) 5324 4178,15682294620@exemplo.com.br,2025-05-30
4c986a50-7264-43cc-8666-7166fd6af4bb,Isaac Viana,2002-08-08,961.084.502-85,14213-278,Guerra dos Dourados,DF,Brasil,F,+55 (021) 0370-3361,96108450285@exemplo.com.br,2025-03-19
46ae0c73-62a6-4e29-ae21-c745aa4d57a4,Helena Abreu,1936-05-29,495.307.043-98,61240046,da Conceição de da Mota,MA,Brasil,M,(081) 3290 2376,49530704398@exemplo.com.br,2024-01-11
cf5fea11-f2eb-4e1b-9a46-f7149b8fef56,Marcelo Rodrigues,1940-07-16,710.548.316-81,20319-681,Câmara das Flores,AL,Brasil,F,0500-176-6379,71054831681@exemplo.com.br,2025-02-04
dadce5c5-0f21-4e96-a701-389f131f1a63,Matheus Vieira,1947-01-28,353.770.239-52,13929667,Rodrigues das Flores,MT,Brasil,M,+55 61 8780-3327,35377023952@exemplo.com.br,2024-11-18
d4ffe1b4-9121-4f8d-b15d-b88b9672c034,Mariah Garcia,1991-02-13,963.994.712-61,64080-796,da Rocha Paulista,MG,Brasil,M,21 3622-0712,96399471261@exemplo.com.br,2024-09-12
3397ea26-26bd-44cf-8357-c5fdf006567d,Isadora Fonseca,1957-08-10,664.611.050-00,09032-679,Porto de Mendes,MG,Brasil,M,81 9458-8857,66461105000@exemplo.com.br,2024-01-15
13967d41-37f5-446d-9f90-8bc447d12830,Brenda Cardoso,1941-12-02,565.397.514-55,51986244,Sá,PE,Brasil,M,+55 (061) 6265-3317,56539751455@exemplo.com.br,2023-08-19
5a9c0686-f042-4b93-804a-d8fee319b1cf,Rafaela Pastor,1943-11-18,295.355.493-71,02958786,Câmara,MA,Brasil,F,0800-930-6318,29535549371@exemplo.com.br,2024-07-21
ed4d5fc6-8258-43fe-893a-f009aa52f2a8,Paulo Aragão,1953-02-06,915.906.302-48,63914-453,da Costa,SC,Brasil,F,0900 054 2002,91590630248@exemplo.com.br,2024-12-31
560f4513-c973-4254-b8d5-abe3e8cfd9a6,André Mendes,1993-08-17,527.925.799-05,89640579,Carvalho de Farias,GO,Brasil,F,+55 11 7868 0758,52792579905@exemplo.com.br,2024-02-15
c32fe708-fa85-4555-881a-b644045bd4bc,Caroline Garcia,1981-03-08,938.693.287-56,88742998,Albuquerque da Serra,CE,Brasil,M,+55 (041) 4667 2153,93869328756@exemplo.com.br,2024-03-07
f2c89d81-db6a-42c6-b733-87e735cad6fe,Maysa Alves,1945-12-23,956.406.730-78,89651944,Rodrigues do Galho,AM,Brasil,F,(041) 8992 4784,95640673078@exemplo.com.br,2024-06-08
e788f8b5-ed1e-4a94-8620-8ceed78fe3fe,Clara da Cunha,1949-08-03,885.503.316-03,23379-403,Ferreira,AC,Brasil,M,21 0936-8364,88550331603@exemplo.com.br,2023-09-11
69b0018b-b0ed-40e3-8dcf-311a662b5829,Eduarda Fernandes,1980-08-06,085.780.590-68,81850852,Sá,SE,Brasil,M,+55 61 9072 8369,08578059068@exemplo.com.br,2025-02-10
b69bcc22-a9bb-4ac3-b8c1-2b6f8a0aa1d1,Francisco Moura,1981-01-02,599.445.587-71,64260256,Rios,RS,Brasil,M,+55 (081) 8891-2568,59944558771@exemplo.com.br,2024-10-19
5ad7bd67-c87c-4089-9de2-2106e0acbc65,Melina Borges,1955-03-29,798.691.179-94,97556-275,Rodrigues,BA,Brasil,F,+55 84 7925-2602,79869117994@exemplo.com.br,2024-11-18
e874f29f-d1f2-4482-9bbe-1c1f72b60a5e,Maria Helena Monteiro,1995-06-19,033.707.442-27,78283272,das Neves,MS,Brasil,F,(061) 5336 1171,03370744227@exemplo.com.br,2024-07-07
38f7a03b-35d8-4383-8cb2-37197f1cb40d,Natália Rezende,1955-08-16,265.578.320-09,87730-095,Ramos,SE,Brasil,F,61 2349 2224,26557832009@exemplo.com.br,2024-03-29
d8526142-3df2-46a2-8b87-f02c66d2f36e,Isadora Souza,1974-05-14,944.542.279-66,87829-648,Brito,AP,Brasil,M,0500 980 1548,94454227966@exemplo.com.br,2024-11-30
24c9bfbd-4cd2-4fa3-a55f-f03d60de1bc8,Antônio Sales,2000-06-07,587.416.881-57,10573036,Mendes,AL,Brasil,M,(041) 3972 8662,58741688157@exemplo.com.br,2024-09-26
7ad794b5-c496-42f1-9821-d16dc5e4f45e,Rafaela da Mota,1962-10-14,962.679.680-91,96017544,Nunes,GO,Brasil,F,+55 81 8373 6550,96267968091@exemplo.com.br,2025-02-02
c37a6860-75bb-4f58-813f-ee4562f6d0ab,Heitor Gonçalves,2003-03-18,533.207.396-85,62591925,Duarte das Flores,PB,Brasil,M,+55 (051) 9978-1540,53320739685@exemplo.com.br,2025-01-23
92b310cd-cc41-4fcd-8302-55d39c57ed77,Dr. João Peixoto,2007-01-13,916.114.893-89,85098857,Gonçalves,MS,Brasil,F,+55 31 8805 0986,91611489389@exemplo.com.br,2023-09-07
48ec1d8e-87c6-4e89-b155-9c916da40773,Dr. Rael Montenegro,1989-03-26,082.583.104-38,97313310,Novais de Vargas,RS,Brasil,F,+55 (031) 5061 2262,08258310438@exemplo.com.br,2024-11-02
5e0efe6f-ce79-46de-9a9d-9e23a350ef1b,Sra. Giovanna Jesus,1951-11-20,143.506.607-67,55045-644,Novais,GO,Brasil,F,+55 (021) 2494-9610,14350660767@exemplo.com.br,2024-04-23
2f8f84fc-51fa-462e-be1d-5db9dd514e30,Benjamin Nunes,1944-07-03,615.782.323-03,99925174,Aragão,BA,Brasil,M,71 4931 0914,61578232303@exemplo.com.br,2025-02-26
0b197877-65e9-4f18-b415-d39f924344d4,Pedro Lucas Machado,1994-07-24,051.243.274-48,21422064,Andrade,PB,Brasil,F,(084) 5961 8052,05124327448@exemplo.com.br,2023-08-11
88041374-4cbc-45ad-8cd3-4247828f05cf,Theodoro Macedo,1994-12-07,821.739.602-53,82508-651,Carvalho Grande,PE,Brasil,M,+55 (011) 2084 1483,82173960253@exemplo.com.br,2024-09-01
16d079a1-3efb-4e5c-9985-3783d7d14bda,Emanuelly Nunes,1943-03-30,499.659.822-21,15607003,Guerra Paulista,SC,Brasil,M,(084) 7987-0967,49965982221@exemplo.com.br,2025-04-19
0a7f7beb-b712-45da-be2e-0539211b1139,Rodrigo Lopes,1964-08-29,060.595.997-37,78566562,Araújo de Minas,PE,Brasil,F,+55 (081) 6470-4199,06059599737@exemplo.com.br,2023-06-16
6aa349a2-9828-4c3f-bbd0-57afb603b4a3,Juan Barbosa,1945-07-09,496.349.647-99,03614-577,Camargo,ES,Brasil,F,+55 (041) 1822 1373,49634964799@exemplo.com.br,2023-11-15
c770ecc0-9a11-4c22-a6c3-7f3a855d05bc,Ana Clara Araújo,1994-06-23,127.477.164-02,11069-135,Sousa,PA,Brasil,F,0900-284-2990,12747716402@exemplo.com.br,2023-06-17
14c2e273-9af9-4899-abdd-31139bee7b1a,Raul Brito,1935-10-22,243.710.389-18,39880298,da Cunha,RS,Brasil,F,(011) 2275-6847,24371038918@exemplo.com.br,2024-02-02
0d97223c-a26a-46a9-8ee5-c150f104e8ff,Maysa Sampaio,1977-11-04,568.760.162-70,05859-303,Monteiro,PB,Brasil,M,0900 291 0889,56876016270@exemplo.com.br,2023-07-26
3a9c5682-d4f0-42b4-bd07-d9a6fffab571,Ana Laura Leão,1986-06-19,235.583.019-25,06059658,da Conceição,RN,Brasil,M,51 7679 0078,23558301925@exemplo.com.br,2023-10-02
42c43fb6-6035-4389-bfed-11131f5820c7,Lorena Sousa,1969-11-28,952.928.864-08,38585897,da Costa,PR,Brasil,F,(084) 3886-1152,95292886408@exemplo.com.br,2023-10-12
4756ed5b-99d6-41b2-a3f5-492c530e1f92,Agatha Freitas,1990-07-11,455.797.098-19,63656-618,Sales das Flores,RR,Brasil,M,71 4801 7367,45579709819@exemplo.com.br,2024-04-11
ea6b8a7e-c827-4fed-8c76-47b13d5357bc,Rafael Montenegro,2003-10-19,043.590.764-58,93393-070,Abreu,RN,Brasil,M,+55 (071) 9585-0533,04359076458@exemplo.com.br,2023-08-15
fdaa3bc1-c7ea-49f9-a767-e59e37cf7d9f,Isabela Machado,1998-10-25,337.277.732-24,20576356,Abreu,TO,Brasil,M,+55 11 9665-3454,33727773224@exemplo.com.br,2025-02-06
dffdccfb-37ce-4926-a64a-0ad67eb89320,Brayan da Mota,2001-03-22,886.448.660-02,58430671,Novaes de Minas,MG,Brasil,M,+55 84 0960 6677,88644866002@exemplo.com.br,2024-11-19
70051865-62c3-44fc-8dab-58f850ff9ca2,Ana Lívia Cassiano,1984-09-26,382.401.399-70,64978-102,Ribeiro do Norte,PB,Brasil,M,(011) 7412 8113,38240139970@exemplo.com.br,2025-01-31
1f0aaa47-261d-4e60-9649-1e2631b887bb,João Vitor Porto,2002-03-25,220.085.119-59,55758-233,Silva Grande,MS,Brasil,F,+55 (031) 2373 7318,22008511959@exemplo.com.br,2023-10-16
36b2077b-f651-44fe-938f-a56cdafccc95,Antônio Ramos,1990-06-27,079.685.606-62,41057994,Sampaio do Campo,AL,Brasil,M,+55 61 1934-0338,07968560662@exemplo.com.br,2024-05-26
2c6f4ef5-2a73-4b05-bc85-fc81aed09802,Joaquim Costela,1974-10-10,428.257.095-65,43710353,Vargas Alegre,PE,Brasil,F,+55 51 8254 3157,42825709565@exemplo.com.br,2023-11-13
73c8527c-84b5-4531-bb7e-65ffdda8a3da,Sara Cavalcante,1958-04-19,240.980.802-48,97446684,Rezende de Fernandes,TO,Brasil,F,(031) 6736-1497,24098080248@exemplo.com.br,2023-06-14
08bc6cc4-6639-454f-81df-6755a1df3408,Manuella Porto,1998-02-01,492.949.391-29,53184741,Monteiro de Minas,AP,Brasil,F,+55 (081) 2954 8580,49294939129@exemplo.com.br,2024-09-28
3f4c37be-32df-4723-9094-cc23110ba978,Ana Camargo,1956-01-07,431.703.922-40,77744321,Rodrigues,RN,Brasil,F,+55 (084) 9864 3526,43170392240@exemplo.com.br,2024-10-28
dd826d23-1f74-4735-9830-c7860c20c169,Erick Costela,2000-06-23,229.911.661-09,10416-735,da Costa,AM,Brasil,M,11 1181-8754,22991166109@exemplo.com.br,2024-03-09
6789e3b7-c5bb-421e-8dfc-fe3de4f5cac5,Sra. Bruna Nascimento,1945-12-28,542.397.391-95,26358-298,Azevedo,PI,Brasil,M,41 9884-1494,54239739195@exemplo.com.br,2023-11-11
98df926a-9c99-4962-bff8-68eab2e80ae5,Isaac Santos,1936-10-28,998.381.158-82,81409-126,Ramos,AC,Brasil,F,11 0239-4496,99838115882@exemplo.com.br,2024-01-24
d65a0d9f-07d7-4eec-bc4f-4176c4e183f4,Ana Liz da Mata,1947-11-29,551.162.433-32,58707-386,Siqueira,RR,Brasil,F,+55 (011) 2654 5090,55116243332@exemplo.com.br,2023-07-02
de785bea-eeae-4eac-aa86-13f35860cdc6,Dra. Maria Alice Campos,1985-03-02,487.365.287-81,25087095,Gonçalves do Oeste,RO,Brasil,M,+55 21 0953-1767,48736528781@exemplo.com.br,2023-08-29
f8f6e2f0-614b-454e-8d9f-5d4c618a3f46,Fernanda Almeida,1997-09-15,333.378.151-30,62747-780,Azevedo de Pacheco,AL,Brasil,F,+55 (084) 5630-9335,33337815130@exemplo.com.br,2024-05-04
8012af49-eb89-4288-a42a-058c4284cd00,Elisa Câmara,2006-01-18,485.877.043-59,70298-343,Moraes do Norte,SC,Brasil,F,(061) 0111-9657,48587704359@exemplo.com.br,2024-08-18
c981a79c-8e8a-4e30-a145-c8b9406e6642,Sophia da Mota,1961-04-23,913.816.558-86,44567-490,Oliveira Grande,MS,Brasil,M,(051) 0059-1662,91381655886@exemplo.com.br,2024-07-11
080feac4-f421-4ebd-951b-f49a9ac58f22,Manuella Sousa,1974-05-13,817.541.881-48,08034077,Rocha,PI,Brasil,F,+55 (071) 8266-3975,81754188148@exemplo.com.br,2025-02-17
efbae764-3f3b-4c7b-8dfa-ddcd895d4146,Luna Brito,2003-11-01,441.319.203-34,57264-060,Rios de Melo,AL,Brasil,M,0500 420 2239,44131920334@exemplo.com.br,2024-10-20
2adfc24c-0e72-414b-8509-6d7391408c5b,Srta. Olívia Mendes,1971-07-30,590.332.814-90,79247059,da Conceição de Pimenta,MT,Brasil,F,31 2176 4304,59033281490@exemplo.com.br,2023-07-14
2496f90d-f2f6-4ce6-b99c-e8fac86a0882,Aylla Cassiano,1956-11-16,794.656.018-68,41148732,Monteiro,PR,Brasil,M,0500-371-7517,79465601868@exemplo.com.br,2025-04-12
fe6596d2-e747-41d1-bb72-ae9b21d91286,Srta. Camila Duarte,1969-09-29,250.842.944-06,59366161,Santos da Prata,RO,Brasil,M,(011) 5175 7753,25084294406@exemplo.com.br,2025-02-11
8208f843-83ad-4b8a-aee0-3403220f4e67,Jade Albuquerque,1957-06-24,788.865.889-09,38259988,Fonseca,AM,Brasil,F,(011) 0744-5324,78886588909@exemplo.com.br,2025-04-27
7d64adf4-789c-4d3b-8d82-91ab1911de7b,José Miguel Rodrigues,1939-04-12,350.296.799-92,72864815,da Rocha,RS,Brasil,M,+55 11 0106-9474,35029679992@exemplo.com.br,2025-02-26
62d9009a-92c0-44cb-bbe5-5966caec044c,Marcela Marques,1975-12-18,695.686.348-40,78467-391,Sampaio,PB,Brasil,M,+55 21 6173-1614,69568634840@exemplo.com.br,2024-03-01
b9b24302-af63-457d-a2a4-5809914afe83,Alice da Rosa,1980-11-09,268.499.412-03,36929356,Rezende da Serra,PA,Brasil,F,+55 (041) 0815-0490,26849941203@exemplo.com.br,2024-09-16
1cf041c9-13d9-4188-bc2b-ca1a30448a96,Dr. Bento Câmara,1956-12-02,285.614.473-67,98724-049,da Cruz do Sul,PR,Brasil,M,+55 84 4640-0372,28561447367@exemplo.com.br,2023-07-20
aeec0075-58bb-4f25-a9c5-f1f48c8582c8,Heloisa da Mata,1937-11-15,859.646.414-16,34745648,Albuquerque do Sul,SC,Brasil,M,61 8856 6190,85964641416@exemplo.com.br,2024-12-21
350e33bb-7ac9-40da-95dd-33407779056e,Allana Peixoto,1939-08-30,310.530.997-81,93235-332,Sales,RN,Brasil,F,+55 (041) 6241-1524,31053099781@exemplo.com.br,2024-10-13
23f46c19-bee9-44fb-9280-8f3d798b2d0a,Alana Souza,1952-03-10,898.911.219-49,51664-695,Pastor do Sul,TO,Brasil,F,(084) 1147-8198,89891121949@exemplo.com.br,2024-01-29
a8aeba1d-19ad-4fc6-ace7-ffdc9228cc34,Maria Júlia Silveira,2000-01-25,507.668.771-15,25603892,Jesus do Campo,RN,Brasil,M,0300 197 7480,50766877115@exemplo.com.br,2025-02-04
b63321eb-b780-471e-8ae8-5d69b8eb4b57,Francisco Câmara,1994-10-08,944.276.964-91,74775418,Leão de Pereira,MT,Brasil,M,61 0670 9960,94427696491@exemplo.com.br,2025-02-08
8589dc5c-e9df-4f17-bed4-5a236fd5f607,Emanuelly Nascimento,1971-07-21,584.754.680-70,64125-869,Andrade de Casa Grande,PE,Brasil,F,+55 (081) 0255 9565,58475468070@exemplo.com.br,2024-10-10
abda4422-812d-4df0-84fd-1af1cc429813,Maria Sophia Campos,2006-08-10,074.474.690-43,45977-720,Pires do Campo,TO,Brasil,F,(081) 5036-5616,07447469043@exemplo.com.br,2023-11-26
7c3de68d-b290-4ab4-a45f-156b8d556871,Maria Luísa Garcia,1976-05-22,745.683.705-12,14105-043,Cavalcante da Praia,BA,Brasil,M,+55 (011) 1269-1448,74568370512@exemplo.com.br,2024-03-06
0920cab4-4609-4d2c-9b77-4bf8f728403c,Léo Castro,2001-06-22,342.322.417-57,77825071,Pires das Pedras,MG,Brasil,M,+55 (021) 6848-3029,34232241757@exemplo.com.br,2023-06-24
4af96a1f-333d-49e0-900d-5637e656ff60,Ravi Dias,1937-05-15,549.811.893-39,02820518,Cirino de Caldeira,SE,Brasil,M,+55 (021) 6711-4788,54981189339@exemplo.com.br,2023-07-10
