id_pedido,cpf,valor_pedido,valor_frete,valor_desconto,cupom,endereco_entrega_logradouro,endereco_entrega_numero,endereco_entrega_bairro,endereco_entrega_cidade,endereco_entrega_estado,endereco_entrega_pais,status_pedido,data_pedido
e20a4623-cf07-4b28-b4ed-8f06a09db594,844.053.973-82,1570.13,63.02,306.55,CUPOME423F083,Colônia Montenegro,46,Pousada Santo Antonio,Campos,AP,Brasil,pago,2024-02-19
a000b41e-2ed2-48f5-80b9-f0c73b56740e,048.021.742-97,1102.55,7.01,0.00,,Conjunto de Duarte,13,Goiania,Macedo,RO,Brasil,entregue,2024-04-21
c8eda2d4-4494-4e48-9434-c93f34d419bf,149.757.469-16,1571.85,38.51,0.00,,Favela Ayla Martins,3,Candelaria,Oliveira de Carvalho,PA,Brasil,cancelado,2024-04-29
d2226d0b-24f4-44bd-a036-12faeb713c6b,103.376.289-45,1327.12,39.40,0.00,,Rua Nunes,23,Bernadete,Barros,RN,Brasil,pago,2024-12-30
c29a8add-390b-4741-9290-e864155cc4a2,495.203.524-58,1684.39,73.19,0.00,,Favela de Cavalcante,38,Das Industrias I,Rios,MA,Brasil,enviado,2024-07-27
47db3f0d-9974-41e5-b7d2-2ad3c70ebbe0,367.768.622-50,1825.77,25.48,0.00,,Loteamento de Nascimento,88,São Sebastião,Andrade de Castro,RR,Brasil,pago,2024-08-04
33f57fc3-2558-474c-a616-92a46c3a02e8,155.444.900-00,120.35,14.74,22.99,CUPOMF1144BD9,Via Casa Grande,2,Gameleira,Sá do Campo,PR,Brasil,entregue,2025-01-09
d3f8e5f3-7b07-446e-bcb2-df5d1f80e1a0,178.533.127-02,132.46,7.30,0.00,,Jardim Carvalho,21,São Gonçalo,Viana,GO,Brasil,pago,2024-10-25
d6e72654-21ff-49dd-84f5-ce75c44185f4,099.193.458-26,581.29,67.25,97.43,CUPOMF79FD029,Avenida de Nunes,62,Ápia,Costa Alegre,MS,Brasil,pago,2024-07-26
67bff8f3-6591-4e32-9258-677ce5e17950,070.750.272-32,1730.87,71.83,217.53,CUPOMBE0AE470,Pátio Siqueira,4,Corumbiara,da Rosa,TO,Brasil,entregue,2024-10-26
ef146758-ec48-4458-a258-b6bad521bf38,742.794.189-64,78.75,62.46,0.00,,Esplanada de da Rosa,647,Dom Cabral,Peixoto,BA,Brasil,pago,2025-05-05
53ce6543-ddd2-41c8-ac63-4613703a7ab3,312.187.620-94,1484.95,23.46,0.00,,Estrada Benício Cunha,83,São Gabriel,Vargas da Serra,BA,Brasil,cancelado,2023-10-30
c159d2cf-8315-4285-8bab-818f6f888dcf,671.515.641-78,1580.30,75.63,0.00,,Favela Montenegro,416,Universitário,da Cruz do Norte,PE,Brasil,enviado,2024-10-28
e5accdfc-e579-4e8c-baf6-2c103ee012b8,903.902.972-11,944.87,59.74,184.62,CUPOM9F096B67,Estação de Fogaça,21,Granja Werneck,Machado da Mata,PE,Brasil,entregue,2024-12-23
4b71c665-26d8-480b-a136-cf01f158e018,841.694.238-34,887.59,43.60,0.00,,Passarela Gabriel Lima,76,Jardim Alvorada,Nunes,AL,Brasil,enviado,2025-01-02
4596c6e2-65bd-4421-baab-093f1fb1606d,157.727.029-94,604.62,53.13,0.00,,Travessa de Almeida,81,Estrela,Oliveira do Sul,BA,Brasil,entregue,2024-07-22
0fbe6e1d-8616-4b3a-aa05-405b27e42b41,573.513.836-79,1986.65,95.39,0.00,,Rua Bruna Barros,61,Vila Nova Dos Milionarios,da Luz de Ferreira,PR,Brasil,cancelado,2024-02-17
e970688a-cd59-4df4-bc3f-d6f00c3e0ba2,989.183.505-67,931.93,7.36,0.00,,Pátio Moraes,48,Cinquentenário,Nascimento de Casa Grande,BA,Brasil,pago,2024-12-06
65ad4633-a535-4368-8415-607628e22c75,303.801.273-97,771.15,66.07,0.00,,Área de Mendonça,223,Vila Nossa Senhora Do Rosário,Correia de Minas,ES,Brasil,enviado,2024-10-27
9b21220c-895e-4a9d-8fd4-ee5d387e9226,625.805.997-96,1628.88,14.06,0.00,,Condomínio de Duarte,10,Independência,Silveira de Minas,RS,Brasil,pago,2024-09-06
af69871e-5267-4244-abe7-b4dc5e953e0a,659.003.764-52,1736.41,28.75,0.00,,Jardim Ana Lívia Cavalcanti,76,Alpes,da Rosa,MS,Brasil,pago,2023-11-20
b16de56a-c6b7-4de6-a0fe-a901042fc340,556.897.542-67,1252.15,73.69,0.00,,Área Ravi Lucca Gomes,24,Estoril,Sales Alegre,RS,Brasil,cancelado,2024-08-20
c5982410-db78-452c-8d06-a6b4ffd31c36,153.194.848-83,164.92,44.13,0.00,,Setor de Rios,966,Bacurau,Lopes das Pedras,PB,Brasil,enviado,2024-03-18
37e6c6c6-c19e-415b-bcd1-319d4b26efb8,333.586.249-65,121.19,61.88,0.00,,Rua de Rodrigues,19,Lourdes,Cassiano,PA,Brasil,pendente,2025-02-22
b5a9b454-4855-4da5-a2cf-3e7f1cef33c5,606.002.198-36,1396.27,80.50,0.00,,Núcleo Vinícius Cavalcante,36,Santo André,Souza,RS,Brasil,cancelado,2025-09-28
86fddd2a-cc75-4da4-afce-176382aed5b3,724.876.457-53,660.38,35.57,0.00,,Travessa Antonella Pimenta,44,Vila União,Novais,AM,Brasil,entregue,2025-04-10
5f256eed-0c02-4e93-a859-524b0c11932d,459.524.004-09,1131.87,74.64,0.00,,Núcleo de Freitas,68,Vila Inestan,Fonseca de Silva,SE,Brasil,pendente,2025-04-15
c3254722-567e-4186-a1e3-9f6013a59fd7,106.201.051-66,1413.55,76.90,0.00,,Estrada Cardoso,86,São Jorge 3ª Seção,Leão das Pedras,PA,Brasil,pago,2024-06-16
57514d8e-0df0-4035-a344-2986332cd546,834.695.613-81,1508.89,97.33,174.49,CUPOM8569A126,Núcleo Cassiano,216,Vila Das Oliveiras,Câmara,RS,Brasil,pendente,2024-11-13
